INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('1492','1983-07-26','1792','9003','4104');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('1332','2013-09-03','2166','8191','5137');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('1531','1983-11-16','1426','1729','1195');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('5166','1984-05-06','8092','2104','6873');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('8348','1992-05-17','4304','3042','7640');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('5691','1977-10-31','5804','5779','3611');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('7321','2011-03-20','3917','4381','1327');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('9103','1999-09-14','5398','9722','3775');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('2670','1994-10-01','1162','59','8213');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('8975','1984-07-14','2927','4887','4874');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('9032','1979-09-06','9733','163','7213');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('4994','1978-04-03','1430','6265','5011');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('753','1993-07-06','1187','492','2156');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('5923','2006-06-23','6341','2809','984');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('2417','1989-11-14','9630','3923','3148');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('3433','2022-06-29','4143','7034','1500');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('3887','1991-10-04','3159','2426','4374');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('4178','1990-12-15','5175','7609','2014');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('6542','1974-01-02','9400','6579','6349');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('7048','1996-07-27','8018','7861','5193');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('6623','2008-12-15','418','4183','9849');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('5592','2009-03-15','6437','6136','9763');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('4029','2009-07-31','3035','5719','2970');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('7448','1998-09-11','2409','5080','8040');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('845','2013-11-07','4200','8659','4694');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('5708','2002-10-25','2415','9331','8060');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('6554','1978-10-15','6024','4997','5577');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('9536','2013-09-24','9919','8706','5368');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('9793','1977-06-13','9241','2606','2544');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('5639','2003-12-10','6773','5590','5662');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('6233','1981-05-01','1435','9971','8391');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('824','1983-06-02','5095','5133','3570');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('8645','1995-06-03','3521','558','6484');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('2247','1984-08-04','4712','6926','3704');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('8680','1984-03-23','5468','1572','4164');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('5401','2012-10-05','2515','8790','535');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('5617','1993-09-11','5193','6565','2745');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('1786','1977-05-13','2340','8315','9232');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('9478','1999-12-31','8233','5264','9412');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('1987','2011-04-09','1314','5742','4908');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('6489','2005-08-09','468','4595','9765');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('9132','2019-12-31','7623','9341','9927');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('9842','1990-09-24','4611','8899','1625');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('6265','2003-08-19','5969','6794','9904');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('3548','1977-03-29','9162','7649','6437');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('6276','1983-05-12','2369','3337','2483');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('5159','1979-02-28','2953','925','1262');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('1997','1987-03-29','2403','6597','3811');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('3925','1994-06-07','7592','1263','6929');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('2815','1989-11-10','9602','2472','2950');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('4462','2013-08-03','6525','5528','4878');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('6507','1991-03-05','570','886','7201');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('3424','1971-02-22','6448','1915','5439');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('2466','1974-01-23','9943','9144','1460');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('208','2005-05-26','3663','6759','1599');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('987','1997-04-24','241','8048','4810');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('977','1972-05-22','5605','4030','7714');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('6951','1989-01-10','7317','9633','1039');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('6083','1983-02-25','2477','268','1446');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('6858','1991-03-13','3591','8693','5584');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('5628','2000-12-27','5751','2246','3776');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('3020','1973-01-20','4859','8975','9280');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('4270','2013-07-07','7782','3068','1601');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('6218','1975-09-25','1394','510','9643');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('2498','2018-11-11','9175','7736','9182');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('1209','2011-01-20','3599','3488','98');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('7590','1972-10-11','4297','2897','6934');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('1956','1978-09-19','2402','5533','5401');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('1039','2011-12-05','6465','1078','759');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('4457','2022-06-04','3669','8511','8532');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('7472','2016-07-13','9949','9803','3455');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('8963','2010-10-25','5370','1235','7645');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('5036','2002-10-25','7621','6741','7264');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('3281','1981-03-05','5128','1107','5927');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('1130','1989-07-31','4473','2035','9636');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('9580','1975-09-28','7388','4857','5262');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('9339','1970-09-26','6320','7013','369');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('3083','2015-04-12','4762','4881','646');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('5093','1991-11-28','9831','6504','230');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('8500','1982-10-19','5587','8434','7792');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('4080','1975-04-09','9743','165','3868');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('6181','1989-06-27','3404','7132','9403');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('2370','1974-11-29','4852','264','3121');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('8685','1989-04-07','1211','6846','1353');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('8508','1982-08-21','734','5765','8986');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('2402','2006-09-01','8043','444','6295');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('7430','1971-06-11','9399','5639','1065');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('2184','2015-03-15','2242','5498','5918');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('3348','2010-05-07','7235','1854','9292');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('9967','2019-04-22','8826','3276','8310');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('4619','1986-11-30','7423','5111','1254');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('799','1978-11-26','1859','5185','783');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('4180','1971-03-18','2227','7821','6153');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('814','1990-04-25','7471','2250','4594');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('5944','2015-03-14','1203','868','6105');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('7609','1976-05-30','259','2873','4694');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('4287','2017-03-07','7110','6420','7136');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('5698','2020-12-06','1281','7701','803');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('405','2017-07-12','3316','4650','3969');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('6330','2007-05-24','3306','9797','1462');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('3097','1996-04-03','2639','1258','8369');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('6924','2014-09-09','3777','9740','1476');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('2365','1976-08-21','7912','6775','5115');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('4160','2003-05-11','9021','4167','6261');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('2007','1992-06-15','4640','2473','5174');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('3518','1975-02-26','8670','3253','710');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('362','2008-06-07','4311','4435','2828');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('8075','1983-11-16','978','7337','2184');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('1251','1977-07-28','1429','7445','1407');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('5851','2014-08-07','6783','4911','461');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('8322','1979-08-22','5238','9801','6333');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('517','1990-09-12','2970','1161','1969');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('9374','1973-09-16','6592','3897','3496');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('8474','1975-04-29','7795','4942','1243');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('2688','1990-10-31','9972','4310','4150');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('1539','2015-09-05','1297','5811','577');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('9506','1977-01-17','7751','4198','6203');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('6311','1979-10-31','9384','5630','1048');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('7376','2011-05-23','4920','4649','7643');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('2308','1987-01-23','9226','8593','744');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('4458','2008-01-18','9298','4501','1237');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('3165','1998-02-24','719','6676','2390');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('1299','1985-05-31','5454','9682','6478');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('8572','1984-02-10','7148','2406','1709');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('1593','1984-08-04','6187','9847','1365');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('8619','1977-02-18','484','6064','6978');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('449','1982-07-24','587','9025','6811');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('7433','2017-07-24','8289','6794','8728');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('2903','1974-06-02','2789','6020','3468');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('6296','2015-08-31','6636','7822','6820');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('9003','2001-05-05','1887','4377','7484');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('9692','1978-07-18','2392','1716','2150');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('6839','2011-07-31','3520','7981','4220');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('5360','1982-11-13','6017','7578','8029');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('806','2009-09-12','9705','411','4544');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('2775','2021-07-28','9690','3277','7100');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('8079','1992-09-24','5209','7837','6221');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('1540','2017-04-04','1145','9326','436');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('7812','2005-08-09','3008','5637','8509');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('8980','2007-06-14','1457','268','5936');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('3632','1999-12-03','1764','4439','9015');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('200','1974-04-01','3517','1797','5977');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('7303','1980-06-12','1922','776','431');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('1089','1997-07-19','3147','6203','581');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('8719','1972-03-10','5564','5884','9642');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('63','2006-07-15','9361','2376','8137');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('5625','1995-09-29','8670','1281','8492');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('3189','1995-06-02','8053','9817','7496');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('7383','2010-09-24','2051','3471','3009');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('1113','1971-07-23','3089','6323','9119');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('9632','1986-06-17','2194','7474','8163');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('2894','1976-09-08','8857','3732','6754');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('800','2015-04-09','2430','6568','1060');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('8611','2005-01-28','9686','6494','7777');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('1248','2020-03-25','281','1479','2440');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('8790','1982-10-28','9217','235','8411');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('660','1989-12-16','5883','4156','6953');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('56','2014-06-09','5608','8152','4924');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('5756','1994-03-12','591','9675','5456');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('6711','1993-07-03','4744','5045','1148');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('6951','1977-10-12','5267','5642','9553');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('5142','1999-06-22','7553','7937','8079');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('2515','2017-01-17','3304','3877','2238');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('4150','1976-05-30','304','2354','6078');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('3652','1998-05-05','7127','5093','2249');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('7958','1994-01-30','1043','6448','5407');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('7169','1991-11-20','65','1224','8259');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('7835','1999-09-14','4909','349','436');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('4438','1987-10-23','4504','8281','7439');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('3089','2009-08-28','5383','4964','7068');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('497','1980-04-11','9402','831','5086');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('4213','2012-09-20','390','2586','6709');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('5259','1974-11-26','1824','3744','9093');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('6004','1998-05-26','7979','2558','5850');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('5034','1979-06-25','3170','1300','2808');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('2502','1991-03-03','6819','815','311');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('4801','1998-11-14','6100','9114','8700');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('5680','1996-09-30','2294','2834','1963');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('1296','2010-02-08','2432','7940','7548');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('1629','1995-05-20','1140','7196','4286');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('1188','2022-07-31','5481','6438','5446');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('4547','1988-11-02','7880','5561','4907');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('985','1973-02-01','7860','3084','1483');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('6961','1987-03-18','6039','1226','2621');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('5681','1985-05-26','2750','7786','6511');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('2351','1995-07-17','3261','2097','3557');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('1777','1975-07-19','9414','1580','4858');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('83','1994-04-19','8759','3629','1478');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('2454','2014-12-18','265','2167','5618');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('9284','1991-12-19','8653','4517','3893');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('7397','2001-07-31','3123','1391','2082');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('389','2013-01-07','8946','4228','5709');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('272','1982-12-31','1779','6369','6665');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('7310','2005-08-20','2609','7941','314');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('5243','1984-06-04','417','3130','7731');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('6027','2004-09-18','5803','9535','1525');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('3664','1973-08-07','7284','7511','7372');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('7576','2018-11-25','4560','2279','5498');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('93','2020-08-08','7511','8918','7623');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('3223','2005-08-21','9665','8392','6022');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('2007','1989-01-23','7155','2781','7682');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('427','2019-11-30','8650','4016','8884');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('5003','2001-03-29','8056','456','6423');
INSERT INTO airport.Flights (AirportId, departureDate, destinationAirportId, airplaneId, pilotId) VALUES ('9386','1976-10-26','9959','5259','3265');
